project__name,tw_size,tw_quantity,tw_with_pc_percentage,tw_improves_cr_quantity,tw_equal_cr_quantity,tw_improves_ipe_quantity,tw_equal_ipe_quantity,tw_worsen_ipe_quantity,cr_improvement_percentage_min,cr_improvement_percentage_mean,cr_improvement_percentage_std,cr_improvement_percentage_max,ipe_improvement_percentage_min,ipe_improvement_percentage_mean,ipe_improvement_percentage_std,ipe_improvement_percentage_max
integrations-core,60,18,27.78,5,0,5,0,0,150.00,416.00,288.15,750.00,4.41,75.44,60.89,163.62
integrations-core,90,12,33.33,4,0,4,0,0,180.00,582.50,354.81,950.00,20.88,93.64,78.10,170.89
deck.gl,7,153,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
deck.gl,14,77,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
deck.gl,28,39,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
deck.gl,60,18,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
deck.gl,90,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cilium,7,146,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cilium,14,73,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cilium,28,37,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cilium,60,17,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cilium,90,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BaseBenchmarks.jl,7,156,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BaseBenchmarks.jl,14,78,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BaseBenchmarks.jl,28,39,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BaseBenchmarks.jl,60,19,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BaseBenchmarks.jl,90,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neomutt,7,147,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neomutt,14,74,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neomutt,28,37,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neomutt,60,18,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
neomutt,90,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AAO-React-Native,7,156,16.03,11,14,23,2,0,0.00,90.00,152.07,700.00,0.00,223.72,586.81,3000.00
AAO-React-Native,14,78,26.92,11,10,19,2,0,0.00,114.29,128.59,450.00,0.00,129.12,197.08,800.00
AAO-React-Native,28,39,43.59,13,4,17,0,0,0.00,152.94,145.21,600.00,5.56,146.55,163.79,667.12
AAO-React-Native,60,19,63.16,8,4,11,1,0,0.00,208.33,200.94,700.00,0.00,345.38,401.46,1200.00
AAO-React-Native,90,13,61.54,7,1,8,0,0,0.00,362.50,261.52,900.00,37.72,223.92,200.69,564.29
errors,7,162,0.62,0,1,1,0,0,0.00,0.00,0.00,0.00,25.00,25.00,0.00,25.00
errors,14,81,1.23,0,1,1,0,0,0.00,0.00,0.00,0.00,62.50,62.50,0.00,62.50
errors,28,41,2.44,0,1,1,0,0,0.00,0.00,0.00,0.00,62.50,62.50,0.00,62.50
errors,60,19,5.26,0,1,1,0,0,0.00,0.00,0.00,0.00,62.50,62.50,0.00,62.50
errors,90,13,7.69,0,1,1,0,0,0.00,0.00,0.00,0.00,50.00,50.00,0.00,50.00
eq-survey-runner,7,178,0.56,1,0,1,0,0,100.00,100.00,0.00,100.00,9.09,9.09,0.00,9.09
eq-survey-runner,14,89,1.12,1,0,1,0,0,100.00,100.00,0.00,100.00,3.70,3.70,0.00,3.70
eq-survey-runner,28,45,2.22,1,0,1,0,0,100.00,100.00,0.00,100.00,1.33,1.33,0.00,1.33
eq-survey-runner,60,21,4.76,1,0,1,0,0,100.00,100.00,0.00,100.00,62.38,62.38,0.00,62.38
eq-survey-runner,90,14,7.14,1,0,1,0,0,100.00,100.00,0.00,100.00,1509.52,1509.52,0.00,1509.52
angularfire2,7,174,0.57,0,1,1,0,0,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00
angularfire2,14,87,1.15,0,1,1,0,0,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00
angularfire2,28,44,2.27,0,1,1,0,0,0.00,0.00,0.00,0.00,50.00,50.00,0.00,50.00
angularfire2,60,21,4.76,0,1,1,0,0,0.00,0.00,0.00,0.00,90.00,90.00,0.00,90.00
angularfire2,90,14,7.14,0,1,1,0,0,0.00,0.00,0.00,0.00,50.00,50.00,0.00,50.00
px-ios,7,154,28.57,18,26,41,3,0,0.00,54.55,92.02,500.00,0.00,180.12,215.75,1200.00
px-ios,14,77,45.45,19,16,33,2,0,0.00,102.86,138.24,600.00,0.00,157.68,210.22,800.00
px-ios,28,39,64.10,16,9,25,0,0,0.00,158.00,188.57,600.00,2.86,190.34,386.34,1800.00
px-ios,60,18,77.78,13,1,14,0,0,0.00,360.71,274.69,1000.00,64.05,139.32,90.22,394.94
px-ios,90,12,91.67,10,1,11,0,0,0.00,477.27,401.47,1300.00,33.60,144.29,171.27,653.70
px-android,7,148,0.68,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
px-android,14,74,2.70,0,2,1,1,0,0.00,0.00,0.00,0.00,0.00,25.00,35.36,50.00
px-android,28,37,5.41,0,2,2,0,0,0.00,0.00,0.00,0.00,15.15,39.16,33.95,63.16
px-android,60,18,5.56,0,1,1,0,0,0.00,0.00,0.00,0.00,130.23,130.23,0.00,130.23
px-android,90,12,16.67,0,2,2,0,0,0.00,0.00,0.00,0.00,34.31,48.62,20.23,62.92
datadog-agent,7,88,1.14,1,0,1,0,0,100.00,100.00,0.00,100.00,30.61,30.61,0.00,30.61
datadog-agent,14,44,2.27,1,0,1,0,0,100.00,100.00,0.00,100.00,128.57,128.57,0.00,128.57
datadog-agent,28,22,4.55,1,0,1,0,0,200.00,200.00,0.00,200.00,75.31,75.31,0.00,75.31
datadog-agent,60,11,18.18,1,1,2,0,0,0.00,100.00,141.42,200.00,59.32,165.19,149.72,271.05
datadog-agent,90,7,28.57,1,1,2,0,0,0.00,100.00,141.42,200.00,96.80,117.05,28.63,137.29
basic-nested-forms-v-000,7,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
basic-nested-forms-v-000,14,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
basic-nested-forms-v-000,28,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
basic-nested-forms-v-000,60,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
basic-nested-forms-v-000,90,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
build,7,160,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
build,14,80,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
build,28,40,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
build,60,19,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
build,90,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
wire-android,7,147,2.72,1,3,4,0,0,0.00,25.00,50.00,100.00,31.25,120.67,121.43,300.00
wire-android,14,74,5.41,2,2,4,0,0,0.00,50.00,57.74,100.00,75.00,151.12,102.45,300.00
wire-android,28,37,10.81,3,1,4,0,0,0.00,75.00,50.00,100.00,32.00,130.77,134.77,328.57
wire-android,60,18,22.22,3,1,4,0,0,0.00,75.00,50.00,100.00,2.56,74.93,51.46,124.35
wire-android,90,12,33.33,2,2,4,0,0,0.00,50.00,57.74,100.00,30.93,1104.84,2047.36,4175.00
express,7,176,16.48,17,12,25,4,0,0.00,146.55,215.44,1000.00,0.00,57.57,76.72,372.62
express,14,88,30.68,18,9,24,3,0,0.00,194.44,265.78,1100.00,0.00,66.85,95.40,441.94
express,28,44,52.27,16,7,20,3,0,0.00,248.55,321.26,1100.00,0.00,101.04,147.80,620.00
express,60,21,61.90,13,0,13,0,0,100.00,453.08,340.03,1300.00,13.38,81.45,55.78,199.04
express,90,14,78.57,10,1,11,0,0,0.00,569.70,401.17,1300.00,2.94,101.13,78.34,275.00
pxt,7,150,2.00,0,3,3,0,0,0.00,0.00,0.00,0.00,50.00,100.00,66.14,175.00
pxt,14,75,5.33,0,4,4,0,0,0.00,0.00,0.00,0.00,26.67,51.00,34.07,100.00
pxt,28,38,10.53,0,4,4,0,0,0.00,0.00,0.00,0.00,11.86,91.92,98.76,220.00
pxt,60,18,16.67,1,2,3,0,0,0.00,33.33,57.74,100.00,77.39,305.24,352.92,711.76
pxt,90,12,16.67,1,1,2,0,0,0.00,50.00,70.71,100.00,80.13,163.98,118.58,247.83
identity-idp,7,160,1.88,2,1,3,0,0,0.00,100.00,100.00,200.00,35.48,41.97,7.38,50.00
identity-idp,14,80,3.75,2,1,3,0,0,0.00,100.00,100.00,200.00,19.93,35.99,24.77,64.52
identity-idp,28,40,7.50,2,1,3,0,0,0.00,100.00,100.00,200.00,9.76,128.90,124.45,258.06
identity-idp,60,19,10.53,2,0,2,0,0,100.00,150.00,70.71,200.00,9.20,61.97,74.62,114.73
identity-idp,90,13,15.38,2,0,2,0,0,100.00,150.00,70.71,200.00,5.71,115.46,155.20,225.20
go-winio,7,172,0.58,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
go-winio,14,86,1.16,0,1,1,0,0,0.00,0.00,0.00,0.00,50.00,50.00,0.00,50.00
go-winio,28,43,2.33,0,1,1,0,0,0.00,0.00,0.00,0.00,50.00,50.00,0.00,50.00
go-winio,60,20,5.00,0,1,1,0,0,0.00,0.00,0.00,0.00,150.00,150.00,0.00,150.00
go-winio,90,14,7.14,0,1,1,0,0,0.00,0.00,0.00,0.00,150.00,150.00,0.00,150.00
slidewiki-platform,7,164,28.66,25,22,40,6,1,0.00,137.23,179.82,700.00,-2.70,68.71,88.84,450.00
slidewiki-platform,14,82,46.34,24,14,36,1,1,0.00,206.14,234.31,900.00,-10.00,96.65,145.91,750.00
slidewiki-platform,28,41,65.85,24,3,26,1,0,0.00,304.94,263.31,1000.00,0.00,68.03,70.50,266.28
slidewiki-platform,60,20,80.00,14,2,14,1,1,0.00,413.96,389.82,1600.00,-4.51,93.03,94.28,375.00
slidewiki-platform,90,13,84.62,9,2,10,1,0,0.00,562.73,479.23,1600.00,0.00,103.56,122.65,441.67
lisk,7,160,25.63,23,18,34,4,3,0.00,134.15,180.81,700.00,-4.55,84.72,167.12,1000.00
lisk,14,80,41.25,21,12,29,1,3,0.00,190.91,236.33,900.00,-7.71,229.92,453.92,2350.00
lisk,28,40,60.00,20,4,24,0,0,0.00,330.56,336.50,1100.00,2.81,180.84,221.16,800.00
lisk,60,19,68.42,12,1,13,0,0,0.00,564.87,445.27,1533.33,1.63,110.79,120.45,446.99
lisk,90,13,69.23,8,1,9,0,0,0.00,642.59,495.47,1666.67,12.92,203.30,304.17,983.33
azure-functions-ux,7,106,1.89,0,2,1,1,0,0.00,0.00,0.00,0.00,0.00,1.85,2.62,3.70
azure-functions-ux,14,53,5.66,0,3,3,0,0,0.00,0.00,0.00,0.00,25.93,68.20,36.73,92.31
azure-functions-ux,28,27,11.11,0,3,3,0,0,0.00,0.00,0.00,0.00,29.69,42.98,15.01,59.26
azure-functions-ux,60,13,23.08,0,3,3,0,0,0.00,0.00,0.00,0.00,33.33,53.98,18.21,67.74
azure-functions-ux,90,9,33.33,0,3,3,0,0,0.00,0.00,0.00,0.00,23.50,69.52,64.69,143.48
spark-lucenerdd,7,161,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spark-lucenerdd,14,81,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spark-lucenerdd,28,41,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spark-lucenerdd,60,19,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spark-lucenerdd,90,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
audit,7,163,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
audit,14,82,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
audit,28,41,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
audit,60,19,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
audit,90,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mastodon,7,13,7.69,1,0,1,0,0,166.67,166.67,0.00,166.67,129.45,129.45,0.00,129.45
mastodon,14,6,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mastodon,28,3,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mastodon,60,1,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mastodon,90,1,100.00,1,0,1,0,0,166.67,166.67,0.00,166.67,34.15,34.15,0.00,34.15
medusa,7,138,4.35,2,4,6,0,0,0.00,100.00,167.33,400.00,13.28,186.50,157.24,420.00
medusa,14,69,7.25,2,3,5,0,0,0.00,140.00,194.94,400.00,11.29,270.68,439.49,1050.00
medusa,28,35,14.29,2,3,5,0,0,0.00,200.00,308.22,700.00,45.07,91.51,57.11,184.92
medusa,60,17,23.53,3,1,4,0,0,0.00,200.00,182.57,400.00,58.49,284.12,230.43,600.00
medusa,90,11,36.36,3,1,4,0,0,0.00,200.00,182.57,400.00,13.65,141.02,106.13,271.38
heliotrope,7,156,1.28,0,2,2,0,0,0.00,0.00,0.00,0.00,200.00,250.00,70.71,300.00
heliotrope,14,78,2.56,0,2,2,0,0,0.00,0.00,0.00,0.00,60.00,246.67,263.98,433.33
heliotrope,28,39,5.13,0,2,2,0,0,0.00,0.00,0.00,0.00,380.00,706.67,461.97,1033.33
heliotrope,60,19,10.53,0,2,2,0,0,0.00,0.00,0.00,0.00,144.00,472.00,463.86,800.00
heliotrope,90,13,15.38,0,2,2,0,0,0.00,0.00,0.00,0.00,6.12,41.36,49.84,76.60
spring-cloud-deployer-cloudfoundry,7,157,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spring-cloud-deployer-cloudfoundry,14,79,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spring-cloud-deployer-cloudfoundry,28,40,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spring-cloud-deployer-cloudfoundry,60,19,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spring-cloud-deployer-cloudfoundry,90,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
google-cloud-eclipse,7,140,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
google-cloud-eclipse,14,70,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
google-cloud-eclipse,28,35,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
google-cloud-eclipse,60,17,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
google-cloud-eclipse,90,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Xamarin.Forms,7,158,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Xamarin.Forms,14,79,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Xamarin.Forms,28,40,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Xamarin.Forms,60,19,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Xamarin.Forms,90,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
alfresco-ng2-components,7,153,1.31,1,1,2,0,0,0.00,100.00,141.42,200.00,124.39,152.20,39.32,180.00
alfresco-ng2-components,14,77,2.60,1,1,2,0,0,0.00,100.00,141.42,200.00,47.37,100.52,75.16,153.66
alfresco-ng2-components,28,39,2.56,1,0,1,0,0,300.00,300.00,0.00,300.00,210.34,210.34,0.00,210.34
alfresco-ng2-components,60,18,11.11,1,1,2,0,0,0.00,100.00,141.42,200.00,10.08,218.20,294.33,426.32
alfresco-ng2-components,90,12,16.67,1,1,2,0,0,0.00,100.00,141.42,200.00,7.60,335.38,463.55,663.16
translationCore,7,160,36.25,25,33,50,8,0,0.00,65.52,95.61,400.00,0.00,106.07,131.27,633.33
translationCore,14,80,58.75,25,22,45,2,0,0.00,100.71,144.42,700.00,0.00,127.81,189.04,933.33
translationCore,28,40,75.00,24,6,30,0,0,0.00,205.56,197.56,800.00,11.74,177.12,255.96,1266.67
translationCore,60,19,89.47,17,0,17,0,0,50.00,412.75,339.19,1300.00,19.53,139.61,184.46,760.92
translationCore,90,13,92.31,12,0,12,0,0,100.00,591.67,459.66,1700.00,12.39,58.19,36.15,117.87
brew,7,156,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
brew,14,78,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
brew,28,39,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
brew,60,19,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
brew,90,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
dcos-ui,7,161,4.97,4,4,7,1,0,0.00,125.00,237.55,700.00,0.00,110.77,118.39,357.14
dcos-ui,14,81,9.88,4,4,7,1,0,0.00,137.50,272.23,800.00,0.00,82.27,85.02,261.54
dcos-ui,28,41,17.07,5,2,6,1,0,0.00,200.00,316.23,900.00,0.00,53.53,42.92,125.00
dcos-ui,60,19,31.58,5,1,6,0,0,0.00,250.00,372.83,1000.00,6.62,105.72,61.36,189.47
dcos-ui,90,13,38.46,4,1,5,0,0,0.00,240.00,320.94,800.00,3.21,220.52,351.61,826.32
deviceadm,7,140,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
deviceadm,14,70,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
deviceadm,28,35,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
deviceadm,60,17,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
deviceadm,90,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
wp-e2e-tests,7,160,2.50,0,4,4,0,0,0.00,0.00,0.00,0.00,36.36,284.09,263.62,600.00
wp-e2e-tests,14,80,5.00,1,3,4,0,0,0.00,25.00,50.00,100.00,66.67,149.36,99.06,270.00
wp-e2e-tests,28,40,10.00,2,2,4,0,0,0.00,37.50,47.87,100.00,25.81,119.88,102.03,261.64
wp-e2e-tests,60,19,15.79,1,2,3,0,0,0.00,33.33,57.74,100.00,52.70,157.79,108.40,269.23
wp-e2e-tests,90,13,15.38,1,1,2,0,0,0.00,50.00,70.71,100.00,5.80,48.49,60.37,91.17
desktop,7,107,58.88,42,21,56,6,1,0.00,166.67,203.99,1000.00,-33.78,81.44,114.38,600.00
desktop,14,54,81.48,38,6,43,0,1,0.00,270.08,277.23,1400.00,-3.04,81.47,102.69,496.77
desktop,28,27,100.00,27,0,27,0,0,100.00,417.90,229.13,1100.00,3.55,115.44,156.71,787.10
desktop,60,13,100.00,13,0,13,0,0,233.33,825.00,452.34,1450.00,5.54,56.78,37.60,111.98
desktop,90,9,100.00,9,0,8,0,1,250.00,1053.52,540.12,1750.00,-1.51,58.74,44.59,152.28
kbfs,7,158,0.63,0,1,1,0,0,0.00,0.00,0.00,0.00,50.00,50.00,0.00,50.00
kbfs,14,79,1.27,0,1,1,0,0,0.00,0.00,0.00,0.00,450.00,450.00,0.00,450.00
kbfs,28,40,2.50,0,1,1,0,0,0.00,0.00,0.00,0.00,33.33,33.33,0.00,33.33
kbfs,60,19,5.26,0,1,1,0,0,0.00,0.00,0.00,0.00,12.50,12.50,0.00,12.50
kbfs,90,13,7.69,0,1,1,0,0,0.00,0.00,0.00,0.00,12.50,12.50,0.00,12.50
vespa,7,95,36.84,27,8,35,0,0,0.00,270.00,259.01,1000.00,1.69,120.71,129.98,677.78
vespa,14,48,62.50,26,4,30,0,0,0.00,351.67,286.62,1000.00,2.42,128.40,132.90,478.36
vespa,28,24,87.50,19,2,21,0,0,0.00,557.14,492.52,1600.00,1.27,93.47,101.32,351.27
vespa,60,11,100.00,11,0,11,0,0,100.00,1113.64,843.83,3100.00,35.49,141.05,81.91,255.96
vespa,90,8,100.00,8,0,8,0,0,200.00,1450.00,1043.35,3400.00,42.37,174.41,125.30,402.60
content,7,147,11.56,15,2,17,0,0,0.00,190.20,143.50,600.00,4.17,76.60,72.14,241.38
content,14,74,16.22,12,0,12,0,0,100.00,247.22,101.71,433.33,6.87,77.19,72.53,263.64
content,28,37,18.92,7,0,7,0,0,100.00,507.14,300.29,1000.00,16.94,41.24,15.94,61.51
content,60,18,22.22,4,0,4,0,0,400.00,791.67,308.37,1133.33,30.68,57.59,32.49,100.11
content,90,12,25.00,3,0,3,0,0,500.00,933.33,560.76,1566.67,18.13,60.47,66.77,137.44
android,7,155,4.52,3,4,6,0,1,0.00,50.00,76.38,200.00,-7.69,104.22,219.33,600.00
android,14,78,11.54,3,6,8,1,0,0.00,94.44,200.69,600.00,0.00,71.33,54.32,166.67
android,28,39,20.51,3,5,8,0,0,0.00,104.17,243.28,700.00,11.86,180.49,156.50,500.00
android,60,19,26.32,3,2,5,0,0,0.00,143.33,147.95,350.00,37.35,159.27,101.94,285.88
android,90,13,38.46,3,2,5,0,0,0.00,143.33,147.95,350.00,21.66,183.78,213.35,443.06
spring-boot-camel,7,152,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spring-boot-camel,14,76,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spring-boot-camel,28,38,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spring-boot-camel,60,18,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spring-boot-camel,90,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
das-employerapprenticeshipsservice,7,152,26.32,19,21,34,5,1,0.00,66.67,93.60,400.00,-14.29,97.94,158.48,900.00
das-employerapprenticeshipsservice,14,76,39.47,18,12,27,3,0,0.00,116.11,155.46,700.00,0.00,97.82,141.47,570.83
das-employerapprenticeshipsservice,28,38,60.53,16,7,22,1,0,0.00,150.00,150.00,500.00,0.00,83.99,79.35,266.67
das-employerapprenticeshipsservice,60,18,83.33,12,3,15,0,0,0.00,252.22,195.06,550.00,6.82,343.36,913.50,3600.00
das-employerapprenticeshipsservice,90,12,91.67,10,1,11,0,0,0.00,380.30,262.87,850.00,12.27,109.92,97.94,328.17
open_social,7,147,25.17,26,11,33,2,2,0.00,171.62,190.96,900.00,-9.38,76.68,82.49,372.73
open_social,14,74,44.59,27,6,33,0,0,0.00,230.81,205.06,850.00,2.33,119.99,160.30,728.57
open_social,28,37,70.27,23,3,25,0,1,0.00,324.36,256.18,800.00,-4.49,155.82,219.65,1063.64
open_social,60,18,88.89,14,2,15,0,1,0.00,491.67,339.33,1200.00,-0.81,130.89,132.40,475.00
open_social,90,12,91.67,11,0,10,0,1,100.00,734.85,576.94,2000.00,-0.44,50.03,36.88,102.28
wire-ios,7,150,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
wire-ios,14,75,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
wire-ios,28,38,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
wire-ios,60,18,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
wire-ios,90,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
parity-bitcoin,7,110,2.73,0,3,1,2,0,0.00,0.00,0.00,0.00,0.00,11.11,19.24,33.33
parity-bitcoin,14,55,5.45,0,3,2,1,0,0.00,0.00,0.00,0.00,0.00,77.78,107.15,200.00
parity-bitcoin,28,28,7.14,1,1,1,1,0,0.00,50.00,70.71,100.00,0.00,33.34,47.14,66.67
parity-bitcoin,60,13,30.77,0,4,3,1,0,0.00,0.00,0.00,0.00,0.00,35.12,45.57,100.00
parity-bitcoin,90,9,33.33,1,2,2,1,0,0.00,33.33,57.74,100.00,0.00,102.78,130.79,250.00
decidim,7,110,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
decidim,14,55,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
decidim,28,28,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
decidim,60,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
decidim,90,9,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
chronograf,7,133,30.08,22,18,37,2,1,0.00,91.25,112.03,500.00,-16.00,114.99,213.61,1300.00
chronograf,14,67,44.78,21,9,29,0,1,0.00,147.78,168.03,600.00,-3.57,120.88,164.52,633.33
chronograf,28,34,61.76,14,7,21,0,0,0.00,230.16,230.98,700.00,1.79,108.19,122.18,444.44
chronograf,60,16,68.75,10,1,11,0,0,0.00,418.18,284.06,933.33,19.01,161.84,149.22,525.00
chronograf,90,11,72.73,6,2,8,0,0,0.00,475.00,392.79,1000.00,32.15,383.78,729.44,2178.57
Memento-Calendar,7,136,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Memento-Calendar,14,68,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Memento-Calendar,28,34,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Memento-Calendar,60,16,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Memento-Calendar,90,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
